TransactionAmt,card1,addr1,dist1,ProductCD,P_emaildomain,R_emaildomain
45.974968510977305,1476,200.0,67.79362042437506,0,1,0
182.46807940088416,1789,200.0,70.69287346651166,0,0,2
7.420998916825198,1989,300.0,75.33517643794005,1,0,1
178.23225461411,1851,300.0,54.24894855539082,0,0,0
121.14483659707686,1765,100.0,45.58576464100477,3,0,2
114.13284710780997,1771,100.0,66.16048025623897,1,0,0
24.87724553504071,1022,300.0,60.35190987230361,0,2,0
72.48137296698971,1587,200.0,46.587060451591675,1,2,1
52.34987836147244,1668,200.0,53.60763239940922,1,2,2
137.9441294673648,1779,200.0,90.71714562488592,4,1,2
107.85304165971897,1168,100.0,70.23642352471151,2,1,2
140.26482001411625,1148,200.0,34.8271964395883,1,1,1
197.7620032463118,1352,200.0,47.824006761492505,3,1,2
38.384595372597786,1305,200.0,50.30807988982902,4,0,0
348.5682371414224,1043,100.0,45.06002518915568,4,0,2
335.1168105758343,1524,100.0,17.225650438951256,4,1,1
35.20227975726506,1756,100.0,19.641126253290302,2,1,2
31.5562851948529,1821,100.0,39.494306343771214,1,2,1
95.53576331440081,1946,200.0,40.01909307882569,4,1,0
49.33394907522138,1144,100.0,56.81323563519444,2,1,1
14.995160350512055,1639,200.0,86.97395453135158,1,0,1
171.20897338132065,1254,300.0,45.801580102724884,2,1,1
77.6174289578846,1577,200.0,41.13251015219369,0,2,0
195.97902787485668,1103,100.0,68.00326535281167,2,0,0
222.17510821399063,1674,300.0,74.9932407131975,4,2,2
82.51711555982361,1431,100.0,40.14365220565444,3,0,2
66.67894347627987,1945,100.0,34.54649588853638,4,2,1
71.83281814949586,1890,300.0,11.477363271009494,4,2,2
47.33988467451715,1248,200.0,73.19106216637084,4,2,2
246.95575418911432,1755,100.0,66.64251226680747,0,0,0
125.94935208664693,1542,300.0,48.59869700412797,2,2,0
28.1969542850559,1376,100.0,50.89736783656238,1,2,0
139.54417303471982,1542,300.0,80.1508530869439,3,0,1
48.47312109629263,1964,100.0,69.6205619627919,1,2,0
152.89948446493042,1230,100.0,57.47499684137854,4,1,1
392.4418648432712,1400,200.0,70.4249947174838,3,2,0
427.5630746975735,1730,300.0,49.289801130041525,4,1,0
85.34038308412957,1742,300.0,28.574879616105417,0,0,0
111.83446073180261,1340,200.0,62.73917607109614,3,1,1
310.5627107510319,1608,200.0,57.23979359063675,0,0,0
216.1329055102897,1879,200.0,68.93544635001486,0,1,1
178.48772593052053,1366,100.0,66.54683592847958,2,2,1
265.8746207126722,1215,300.0,41.370666742731714,0,1,1
287.56314115327723,1790,100.0,47.477565281772335,0,0,0
117.10699371274488,1310,200.0,45.738070102518364,0,0,2
241.01158963895006,1850,100.0,54.79579510837733,4,2,2
287.86530060519124,1181,200.0,56.41438121451591,4,2,1
46.25664308834728,1385,100.0,34.32393213493245,3,1,0
282.1233665911358,1604,100.0,62.345746449921364,4,0,2
74.99216939122381,1825,200.0,36.57643385911643,3,2,1
18.606499918814038,1492,200.0,59.74822018048467,0,0,0
153.93412746449224,1334,100.0,71.0022934898045,4,1,0
270.30813271149685,1878,100.0,54.53117332532757,0,0,2
44.89328970766647,1388,100.0,70.49897398129949,4,0,0
451.8863214589229,1936,300.0,67.13153304065948,4,2,1
243.6448463276754,1326,200.0,54.602908881087494,1,2,1
204.83403640521234,1468,200.0,33.572913695622894,0,0,0
58.28263256282254,1528,100.0,90.93977764579336,2,1,0
186.19296148289519,1507,200.0,70.97842561085272,3,1,0
280.8863815765385,1614,200.0,42.35344073451516,2,0,0
331.22203861353466,1959,300.0,59.055412271275834,3,2,2
324.3447042818445,1917,200.0,66.35861325464407,4,2,2
181.625754553798,1362,200.0,30.14499750887528,1,0,2
494.2874846528482,1388,300.0,69.30102169228009,2,1,2
142.73938284127718,1518,100.0,42.46713293890187,4,0,1
101.74457438864326,1034,200.0,80.45792138739984,3,1,0
121.88220463857128,1797,200.0,64.41419460006775,2,1,0
652.9487943772386,1869,200.0,56.423766844448764,2,0,2
603.0266036493156,1241,100.0,24.769656487821557,1,2,1
55.11587858195644,1928,100.0,76.88791642062318,2,1,0
111.25016416100655,1172,200.0,54.65314812096207,2,2,0
152.43597162709077,1299,200.0,46.62224119437044,4,0,0
108.96563895913624,1681,200.0,85.12148644297483,2,2,0
99.393701585103,1608,200.0,31.65973697883016,4,1,1
108.67819466924644,1090,200.0,103.79212119194926,2,0,1
219.12145780523022,1818,200.0,32.06464665962861,2,0,2
211.19654336781647,1854,200.0,82.62646839122314,4,2,2
160.12562758265815,1421,200.0,84.91541711396934,1,1,1
364.2933698441663,1119,300.0,49.7543539338803,0,0,0
179.9734391254308,1585,200.0,25.57424167379284,3,1,0
33.767864741604726,1834,300.0,79.43705157365025,1,0,0
202.1348523995201,1874,100.0,36.59875000628412,1,1,1
67.0539249976928,1151,300.0,39.212877081927836,0,0,2
286.8750018938474,1044,100.0,25.618662050898333,2,2,2
135.81325829769045,1545,200.0,60.891990974432986,3,2,2
206.3700107063263,1181,200.0,41.87531750214069,2,1,0
153.0714242463033,1276,100.0,28.07665530586799,3,2,0
34.79052339840436,1738,300.0,37.161844021785896,1,1,2
41.62694336560024,1715,200.0,84.895518843143,1,0,1
45.704438711197106,1603,200.0,51.07130564513797,2,2,1
66.42493211284992,1515,100.0,67.36207143129229,4,1,0
97.95151534847804,1276,200.0,18.029385484681555,0,0,0
29.96061394972815,1491,100.0,35.21217889796702,4,2,2
292.3936058163265,1914,100.0,27.653619920476686,3,1,0
97.18440747936833,1107,100.0,4.370264659531706,2,2,1
201.57669486720917,1950,200.0,65.71209678883078,1,1,1
153.90373694868654,1002,100.0,75.95333717209905,0,1,2
67.21860630621838,1131,200.0,32.80163867776858,4,1,1
181.79002976561807,1767,100.0,36.64405491468626,0,2,0
166.30398881690522,1716,100.0,62.922329098933446,0,1,1
233.57362364586527,1320,100.0,35.15569239548692,2,1,2
3.6126431724651558,1492,100.0,30.18188984092377,3,2,0
59.325981945649524,1945,100.0,25.057682432599094,3,1,0
214.93559246112792,1717,300.0,51.97289162956003,0,2,2
212.02609690984698,1183,300.0,49.81699911565529,2,2,2
47.679485201711984,1521,300.0,56.585271688197174,1,0,0
61.56419375345098,1975,100.0,73.20899275753435,2,1,2
264.34649516621886,1582,100.0,63.559360247448154,0,2,2
39.67181798427292,1042,100.0,35.73810411572683,0,0,1
90.45506905561246,1998,200.0,76.76971406699147,0,0,0
78.44850576839623,1199,200.0,35.17811420816868,0,2,1
44.448421745922886,1569,100.0,31.896439033300187,2,2,2
137.4349225723829,1374,200.0,17.805777714866558,4,0,0
68.19974290346084,1724,100.0,69.91197519004447,4,1,2
146.84022133903244,1984,200.0,50.17507896629998,0,0,2
58.309121740978256,1648,300.0,63.77869060174265,1,2,1
95.91035897399706,1711,300.0,40.97938372908408,4,1,2
227.5375000926544,1362,100.0,28.81338930143654,4,1,2
34.076128939524274,1059,100.0,23.231094445006697,2,1,1
100.5655419103382,1636,200.0,64.3051477369027,3,0,2
211.15757851457514,1205,200.0,54.9239940535759,0,2,0
19.216499441683055,1931,300.0,32.75852045460297,4,2,1
36.87679782895757,1144,200.0,38.942437923766235,3,2,1
48.221046093042204,1119,100.0,63.70781711946171,1,1,2
245.5550972752064,1336,200.0,20.21875435549282,1,1,2
258.8963934642352,1474,200.0,30.998983479152393,4,2,1
130.1024751180362,1489,300.0,44.2457408345949,0,1,2
65.01745637255594,1379,200.0,47.90407469761066,0,2,0
247.0655396199216,1574,200.0,72.95986071627932,1,2,2
173.16904127195048,1321,200.0,79.39567710064998,2,1,2
106.0914134699398,1265,200.0,43.235084324349366,2,2,1
125.36573075126377,1200,100.0,32.2632906127381,3,0,0
83.60974564600991,1004,200.0,14.403153190386057,2,2,2
245.029444039733,1557,100.0,51.73956220285867,3,0,2
155.05424941649085,1825,200.0,65.51363282030894,2,0,1
85.66903046460384,1472,200.0,70.25088498774089,1,1,0
301.8584816804795,1834,300.0,91.11122087519334,1,1,0
126.83349970358209,1630,200.0,53.76572735181681,0,1,2
20.21821256255764,1008,200.0,65.06332123163199,3,2,0
23.660655386967875,1040,300.0,48.78007778452732,2,2,2
120.31459009613837,1434,200.0,51.66107844791074,1,1,2
75.45476336023756,1009,300.0,42.566955479046904,1,0,0
161.6405685945728,1312,200.0,56.8617635050426,4,0,0
111.28606290183467,1966,100.0,56.835153627152906,2,1,1
117.36520829431302,1164,100.0,28.482970226709092,3,1,2
302.3865139448057,1020,300.0,101.17462843961236,1,2,0
72.79681166471947,1660,200.0,48.91154979436172,2,0,0
36.333477789580485,1672,100.0,29.04876098704039,3,0,2
180.3455782693626,1777,300.0,55.40334110047375,4,1,2
222.7057364776924,1679,300.0,70.10351112734277,4,1,1
159.06537415587158,1576,100.0,70.85267453452734,2,1,0
127.28207007504359,1458,200.0,6.5034227995326575,2,1,1
83.34436688025384,1455,200.0,28.351666230464364,4,0,0
166.8648555232579,1514,200.0,66.78800791959897,0,1,1
116.98253064127171,1971,100.0,47.257143282085124,1,1,0
596.2226717887567,1323,200.0,19.829354652233143,0,1,1
221.65064356225815,1980,200.0,40.0110627416824,3,0,0
46.38088179760076,1286,300.0,53.97002199656421,3,2,2
104.76016618281413,1250,200.0,50.5933561652203,4,2,0
164.0152811298023,1995,200.0,20.19426820176203,2,1,0
14.166569037277197,1333,100.0,54.42961828689602,3,0,1
247.47612872006306,1123,100.0,63.80511122555347,3,1,1
82.92862952588493,1044,200.0,48.89148511212232,0,2,0
126.18045404742307,1290,100.0,37.44799647811597,3,0,1
74.49542467862341,1094,100.0,45.61202780572352,2,2,2
219.632116731843,1978,100.0,57.813647500449804,3,2,2
163.6008137088479,1292,300.0,80.87298634767257,0,1,2
408.4705320725257,1163,200.0,16.956324711791375,3,0,2
225.13849419974343,1461,200.0,35.991856474717615,4,2,1
258.2063316123827,1697,100.0,62.06642761098574,3,2,1
255.31596103503614,1093,200.0,69.62121258946877,4,1,2
17.912441808345562,1769,300.0,47.79518037126908,4,0,2
219.43586821648972,1519,100.0,45.616753950006846,4,0,1
116.55247448354024,1663,100.0,31.119695821817604,2,0,1
243.92713609985978,1817,100.0,47.878664653222685,3,0,2
112.96833903150483,1471,200.0,31.637930679148212,0,1,2
227.02570334339885,1386,300.0,43.17356575621674,4,0,0
307.71417027513473,1787,200.0,39.62634941880487,4,0,0
141.22825262804056,1451,300.0,71.44348335579885,1,2,1
145.1711481496653,1040,100.0,85.81157686230266,4,2,2
187.5724308384524,1017,200.0,64.70433862647886,4,2,2
98.25023363242268,1490,300.0,48.582759816747014,4,0,2
193.59794799249988,1649,100.0,70.33930108775728,3,1,2
23.30772845196168,1209,300.0,39.31353837762733,3,2,0
239.62391485432818,1433,200.0,38.43126324052199,2,2,0
144.08761729360563,1149,200.0,43.44095825384056,0,2,1
172.56502131655282,1485,200.0,17.10667934021952,1,0,1
235.3595088034317,1631,100.0,18.416381693645004,1,1,1
68.21311049645892,1525,100.0,49.374103802833396,1,1,0
57.4896178560718,1683,200.0,58.54111086490496,2,0,1
119.75556548459382,1517,200.0,41.88510192902548,4,1,0
125.65979223856604,1281,200.0,64.19068761439155,0,1,0
283.57158818245875,1692,200.0,25.659125999401148,1,1,2
64.47624286728525,1695,300.0,30.70345756074267,2,0,1
133.88383188551524,1363,200.0,83.5114320383397,0,2,1
50.95473800431734,1792,200.0,36.399123436502194,0,1,0
48.361250068716906,1550,100.0,54.845539777304225,1,2,2
75.11925136923124,1949,300.0,46.665169209533126,2,0,2
217.8472255809302,1960,200.0,72.20593415242607,2,0,1
290.4067434503339,1836,200.0,99.39133593454372,3,0,1
231.18509568840398,1336,300.0,38.094848261824154,1,2,2
273.66343834416864,1794,300.0,48.892241679115635,4,1,1
230.77673945248853,1869,100.0,17.829161471665657,2,0,0
87.06348671792048,1925,200.0,37.88633869625602,1,0,1
231.97940562851534,1144,200.0,30.424464846278244,4,0,2
28.293952809923496,1843,100.0,87.85136391612015,2,0,2
235.96766867182333,1521,200.0,29.75000158901029,1,2,0
195.34579466381146,1885,300.0,44.693357668669755,1,2,2
149.13482654646842,1464,100.0,76.09929132325455,3,1,1
98.93453737005788,1342,100.0,40.89335309790237,0,0,0
126.39824252651486,1954,100.0,63.7175333350728,4,0,1
393.7858237834272,1442,200.0,49.51438120323599,2,2,1
379.6159605832867,1319,100.0,100.38471630890034,0,0,0
667.8306735648214,1171,100.0,108.35701683835612,3,0,0
137.99900815936635,1082,100.0,47.763048109906826,3,1,2
164.07747353834617,1077,100.0,32.75175468334377,0,0,2
114.87133062171004,1875,200.0,26.630606822899278,0,0,1
14.187013473465303,1114,300.0,53.02309859649129,0,2,1
188.62985177630588,1523,200.0,88.5174540113689,1,2,1
59.048597075844796,1803,300.0,34.56579998002997,4,2,0
169.13468145149392,1049,300.0,43.67777130974617,1,0,0
101.39672255587982,1968,200.0,48.973145779287464,0,0,0
294.9745021253784,1715,200.0,76.8827072983746,1,2,0
88.01500835769231,1946,100.0,45.51886970990326,0,2,0
115.58098657853662,1244,200.0,39.027100575818565,1,2,0
78.70959643759949,1204,100.0,49.21680102658462,1,0,2
172.2124106836031,1531,100.0,83.72851351870518,2,1,1
54.227842088476386,1702,100.0,29.871569233964422,4,0,1
241.27282379751992,1440,200.0,50.41987086768599,1,0,1
281.16280816025716,1302,300.0,79.34184286283629,2,0,1
233.60543747965636,1052,200.0,28.146483645642043,2,1,1
309.5602940306875,1115,200.0,88.26679488319058,2,2,2
273.6508366268215,1188,200.0,86.3765541090525,4,1,0
115.74850200812537,1663,100.0,59.20125221297853,0,2,1
74.0051604512618,1714,200.0,86.18576887103183,4,1,0
352.32523315652344,1701,200.0,81.03127134179357,4,2,1
65.19342796829862,1820,200.0,91.94808156352723,2,2,0
56.76384109849479,1480,100.0,34.753416287612794,1,1,1
287.75516649909815,1878,200.0,24.328411535335963,3,0,1
174.01382027482586,1953,300.0,53.2950420780943,0,1,1
225.3870822621303,1592,200.0,60.60315818983123,2,1,2
53.00687539278922,1612,100.0,48.275308906627835,1,0,1
304.2218446108351,1331,200.0,65.45773320577031,1,0,0
129.02762673917837,1717,100.0,34.31514921944432,1,0,2
136.03270321046116,1789,200.0,70.35807630365042,2,1,0
97.97663790730104,1078,100.0,66.01758479426081,4,0,1
343.66936012965164,1501,100.0,73.65332876139597,1,2,2
41.5699974866654,1708,100.0,75.50489054164943,1,1,1
67.70089715111322,1885,300.0,67.7013709329014,2,1,2
30.46964414825403,1255,100.0,35.44735711444082,4,1,1
681.9911667322338,1797,200.0,39.77409720720837,0,2,0
38.12847806093196,1886,200.0,38.594333163752694,1,0,1
156.80520631467004,1138,100.0,62.38771284171643,0,0,2
240.5899153078634,1496,200.0,62.394143376087435,4,0,0
52.759006119585685,1206,200.0,30.41994509599113,2,1,2
203.3261361620514,1527,300.0,19.16545252809251,3,1,1
97.4928744429007,1980,100.0,46.16224838455167,0,1,2
91.74557389885598,1128,300.0,31.73641692429543,4,0,1
147.52419392211524,1885,300.0,43.74788937640161,2,0,1
105.1085097276635,1856,300.0,19.054067409462952,4,2,0
126.2323633916116,1612,200.0,34.85837945421984,3,1,2
48.56562841241018,1543,200.0,54.88700814232901,3,1,0
99.35124795591975,1304,100.0,62.69999672511912,1,0,0
47.629676437635894,1110,100.0,60.185936044461684,0,1,1
286.8443066337069,1798,100.0,16.312504143808845,3,0,2
122.53280226263149,1884,100.0,57.509840968637846,3,0,2
63.20867183673501,1898,300.0,26.219064707656244,2,2,0
137.04711083558303,1051,300.0,53.83723841990685,4,2,0
422.07268773491427,1805,100.0,13.912477793274718,4,2,0
27.033101553256053,1445,100.0,58.38393837994178,2,0,2
342.506542934031,1152,100.0,72.56892613451932,4,0,2
532.7257543510307,1114,200.0,89.8953901826062,0,0,0
383.03233610022494,1867,100.0,69.03703602762549,4,2,1
82.82003035290833,1801,200.0,32.88243294435532,1,1,0
108.19695172457934,1058,100.0,39.78551917548296,0,2,0
356.63536294384363,1543,300.0,53.76457409006453,4,1,2
200.18527149793323,1700,300.0,78.52933324246607,3,2,0
222.84954816942314,1166,200.0,45.93078777914192,0,0,0
20.27543938413951,1375,100.0,57.81570580551703,3,0,0
174.63475364516762,1992,200.0,24.752379899428778,4,0,0
209.29905926096208,1757,200.0,71.09355520894982,4,1,1
136.35507149892288,1326,100.0,44.18577976990392,0,2,1
260.0753227822936,1286,200.0,23.192344246365344,2,0,0
125.01022706171426,1786,300.0,49.83406464760429,3,1,2
34.73589401180894,1383,100.0,16.42676895625481,0,0,0
89.65706263419976,1759,200.0,36.301108174676585,1,0,1
8.59020505322196,1844,100.0,28.120644947926394,1,2,0
4.599679595565717,1014,200.0,97.25235115573744,0,0,1
101.8345264811694,1511,200.0,56.52852425840079,4,0,2
107.55141848994586,1622,100.0,-0.14630022323279945,0,1,1
215.27889158916125,1474,200.0,109.38144380948805,4,0,0
382.30198421590137,1988,200.0,46.58952175403464,2,0,0
151.02458090787482,1451,200.0,43.53404598802234,3,0,0
244.2330270902075,1192,100.0,45.08466382849181,2,2,2
234.69739290828383,1494,100.0,11.85722344642545,2,1,0
160.5402787737469,1419,100.0,-3.541523613626431,4,2,2
299.70923403889446,1997,200.0,30.058175341859744,4,1,1
81.21808680335717,1327,100.0,57.80866898438286,0,0,0
155.13928901150624,1813,200.0,42.5749346809574,0,2,1
48.955144898594796,1654,300.0,31.503526480403906,0,2,1
377.3800463891745,1940,200.0,75.01618643557052,0,2,0
98.0478400530145,1966,200.0,65.46317854507063,3,0,2
149.41545285808547,1514,100.0,58.61534158560454,0,1,1
315.6525778259674,1816,200.0,54.6243721726465,1,0,2
127.09953750899614,1419,200.0,58.0704582305866,1,2,1
103.66773075730897,1855,300.0,87.3115606207196,3,1,1
502.32731726938437,1556,300.0,50.12383952885333,4,0,2
283.0598059952616,1215,100.0,42.799814933650644,2,0,0
349.322886480629,1555,200.0,28.917212218188407,1,0,1
259.01526804691093,1665,100.0,15.3934317383358,0,1,1
85.07099058563419,1002,300.0,44.27845313207114,3,1,2
158.19758837762205,1518,300.0,6.15562861158277,1,0,2
162.4322079329664,1382,300.0,43.15063781966874,2,2,1
290.9009241530863,1509,300.0,59.986133538815366,4,2,2
75.91436553138209,1434,200.0,47.79659577462964,4,2,1
216.46072115569285,1974,200.0,23.98765011448507,4,2,1
28.422792028947338,1777,100.0,63.01513797350856,1,1,2
207.6018887139537,1982,200.0,82.80122476738589,1,1,2
315.85392627696064,1886,300.0,84.38730226732568,3,0,0
203.84895223145008,1444,200.0,76.69789646909742,0,2,2
47.04073870736025,1702,300.0,25.120176755968227,2,0,1
240.67568548032088,1858,100.0,15.233759789511382,4,0,1
55.00961559222559,1674,200.0,26.761154353996872,1,1,2
70.16126401698486,1046,200.0,85.31305711671905,3,1,0
112.68455249614829,1916,300.0,68.0569198156386,3,2,1
176.41633507510602,1718,300.0,34.09672460669601,4,0,1
364.9072167471912,1543,200.0,54.323136092025464,3,0,1
92.18643153400505,1371,100.0,42.059779754083706,0,1,1
55.629566401057986,1427,300.0,53.22021884301647,2,1,1
214.67110823473058,1653,300.0,65.05433557544272,1,2,0
73.1045481069725,1006,100.0,18.114843251881357,0,1,2
120.07436147762147,1605,200.0,83.28323165792786,1,0,2
68.03046313896476,1553,100.0,26.798338447127943,1,2,2
31.885743469917315,1882,300.0,45.47033827953948,3,1,2
131.55585153624367,1758,100.0,43.62593463205055,4,1,1
155.4362333947594,1884,200.0,37.42880732082156,2,0,1
52.153532776131435,1965,100.0,54.703376679836126,0,0,2
112.69681260035938,1166,200.0,62.858867869034285,4,0,0
501.51537794551894,1095,200.0,33.02351226875898,4,2,2
55.72213879782336,1147,200.0,61.9392706985219,2,2,2
357.6065626473539,1381,200.0,36.65733227881552,3,0,0
47.47002571295891,1083,300.0,61.110774041149604,0,0,1
69.43442912973208,1428,100.0,52.81904744874808,0,1,2
161.389368434601,1334,300.0,65.06826882342958,3,0,2
256.69629214498445,1783,200.0,67.23755279379681,1,1,1
170.71025507915402,1635,100.0,78.3343528438161,1,2,1
129.90201033661685,1562,200.0,48.869836157079995,2,1,2
67.25446947098904,1559,200.0,42.82195456758083,4,0,1
40.520203355145945,1964,200.0,23.72883643630702,4,0,2
40.61370007766041,1510,200.0,32.83091645171525,1,2,0
76.86634342692736,1979,200.0,42.08981819894742,3,2,1
71.49748187748314,1554,200.0,46.450249233868675,4,0,1
62.72317437150594,1070,300.0,46.53066605164571,2,1,2
199.68093745680662,1888,200.0,37.01769061928061,0,2,2
185.6785278766148,1082,100.0,36.828939446374505,1,2,0
217.19259385494263,1299,100.0,26.196406545004475,1,1,2
56.11779981536648,1999,300.0,74.47777587300001,3,2,2
39.25361460654028,1409,300.0,60.03011106408805,4,2,1
134.09750544869175,1465,200.0,41.85782785223282,3,1,0
31.4842302976557,1416,200.0,50.71921840659512,1,0,1
102.54030021674508,1470,100.0,15.97369853039671,4,2,2
214.0869721858058,1411,200.0,85.7275537001128,0,2,0
165.79944961466282,1627,200.0,66.11583192617708,0,2,2
85.39065990812568,1039,200.0,45.95792221640847,0,0,2
104.25543953415648,1729,300.0,33.392289519126464,2,1,1
88.73764038374804,1373,100.0,38.23675853641825,3,2,1
92.6306832821861,1751,300.0,29.818253793406015,2,0,2
34.31782982551879,1126,100.0,79.42033782277394,4,1,2
353.6083966578342,1573,100.0,68.60920139576464,4,2,1
57.70510464460883,1472,100.0,34.15802341884423,1,0,1
396.52160447003746,1786,300.0,61.579088611588055,3,0,1
70.16776003058425,1583,200.0,51.225065005125586,4,1,1
166.40965633228942,1388,200.0,70.75756457805154,3,2,2
248.5866177320263,1409,200.0,31.41769475233923,4,1,2
69.91246971891273,1496,200.0,93.7054352423076,0,0,2
176.47633963137724,1349,200.0,85.93640135021293,2,1,1
92.95089212703773,1997,100.0,53.76729383736287,1,0,1
134.03008316420022,1055,300.0,67.6462759005939,2,2,1
147.40786723776102,1068,200.0,38.19839415485345,2,1,1
313.501649001404,1797,300.0,41.86796257368074,2,2,1
160.90799200618665,1855,200.0,47.13332195888843,2,1,1
322.85041197459975,1518,100.0,66.59139223709786,3,0,2
285.1850555862898,1579,100.0,34.70156188385146,2,0,0
133.13515002261437,1394,200.0,62.664127997722446,3,2,1
31.077175942996345,1973,300.0,26.03750466603628,4,1,0
202.73896177712498,1486,200.0,63.408359055438666,1,0,0
362.52359206887263,1416,200.0,45.328794559794055,2,1,1
101.44079978263596,1255,100.0,47.50404284691203,3,0,2
72.00202725765246,1341,200.0,88.6126675533761,0,2,0
105.5799485367085,1395,300.0,33.01325675696822,3,2,1
133.76063126636825,1898,100.0,71.98431641619669,3,1,1
397.11592097035464,1436,100.0,25.97442975422559,4,0,1
21.41813805663343,1757,100.0,49.46746496089195,3,0,2
14.633094572163145,1606,200.0,58.255073530805056,0,0,1
76.42794456365274,1824,100.0,48.300931985841736,3,1,2
63.53943720133442,1424,300.0,81.34046016013158,4,2,2
63.94175228510414,1441,100.0,22.196883632128042,2,1,1
75.47414239122556,1911,200.0,55.58489458330047,3,2,0
75.3352976317406,1923,100.0,68.25281319211956,3,1,2
258.0128005470814,1923,200.0,59.24908352095699,4,1,1
116.96278863890112,1330,200.0,84.26983111527963,1,0,2
73.12628303708384,1818,200.0,27.940790005538723,3,1,1
110.38747135867115,1189,200.0,68.05696872838843,2,1,0
179.1082952350996,1495,100.0,18.023342536653217,4,2,0
343.2134168511703,1817,200.0,55.56850140700742,3,1,0
134.3985662428853,1799,200.0,50.16613985402607,2,0,0
300.11355796398686,1620,100.0,34.69771087312226,4,1,1
192.36378623115027,1816,100.0,40.31948200171943,2,2,0
116.52394696897495,1275,100.0,38.6406308536386,2,1,2
91.60315944052344,1407,100.0,43.15993096543434,2,1,0
43.950681043928455,1896,200.0,79.9015604756595,0,2,2
48.287705805104096,1701,300.0,43.53133316626548,2,2,2
191.54984827306384,1146,100.0,65.90446093690196,0,0,0
194.66788356391874,1361,300.0,58.498773715931854,2,2,0
92.81628477905898,1426,200.0,29.71668070040634,1,2,2
124.89914500121147,1623,100.0,16.317769820319874,4,0,1
117.59270661387903,1619,200.0,54.03800176513476,4,1,2
199.1185995834974,1158,200.0,81.59335653786421,3,0,0
117.94445141865654,1613,100.0,56.1741756410205,3,1,1
137.1449542971317,1219,200.0,71.41644430167523,3,1,1
115.06754676350556,1522,200.0,78.66435174258162,2,1,2
238.60451380849236,1512,200.0,77.94837542757885,0,2,0
46.61416449492134,1183,200.0,71.69012585189084,1,1,0
213.5926715118721,1770,200.0,50.87105810854709,2,2,1
65.48199465771478,1392,200.0,10.388878577871722,4,1,0
135.7600351360471,1692,100.0,51.940355352457104,3,2,1
61.17314177712258,1665,200.0,44.05091613966634,0,0,1
226.77917153160928,1118,100.0,57.27237595145053,0,1,1
221.5623433834884,1106,100.0,77.37255303606112,0,1,1
190.19632228093076,1481,100.0,43.17749012379275,1,1,1
